Drug URL,Drug Class
https:$$www.drugs.com$cons$omnipaque-9.html,Non-ionic iodinated contrast media
https:$$www.drugs.com$pro$xaciato-vaginal-gel.html,Vaginal anti-infectives
https:$$www.drugs.com$pro$ziclocin-cream.html,Topical non-steroidal anti-inflammatories
https:$$www.drugs.com$cons$ampicillin-sodium.html,Natural penicillins
https:$$www.drugs.com$mtm$ultiva.html,Opioids (narcotic analgesics)
https:$$www.drugs.com$cons$albuked-5.html,Plasma expanders
https:$$www.drugs.com$mtm$vosoritide.html,Miscellaneous hormones
https:$$www.drugs.com$cons$cleeravue-m.html,Tetracyclines
https:$$www.drugs.com$mtm$metrogel.html,Topical anti-rosacea agents
https:$$www.drugs.com$cons$actamin-maximum-strength.html,Miscellaneous analgesics
https:$$www.drugs.com$pro$mesnex-injection.html,Antineoplastic detoxifying agents
https:$$www.drugs.com$pro$oxaliplatin-concentrate-injection.html,Alkylating agents
https:$$www.drugs.com$pro$mitoxantrone-injection-concentrate.html,Antibiotics / antineoplastics
https:$$www.drugs.com$cons$infantaire.html,Miscellaneous analgesics
https:$$www.drugs.com$tagrisso.html,EGFR inhibitors
https:$$www.drugs.com$dexamethasone.html,Glucocorticoids
https:$$www.drugs.com$avapro.html,Angiotensin receptor blockers
https:$$www.drugs.com$mtm$feosol.html,Iron products
https:$$www.drugs.com$pro$metaproterenol-tablets.html,Adrenergic bronchodilators
https:$$www.drugs.com$cons$capsagel-topical.html,Miscellaneous topical agents
https:$$www.drugs.com$pro$antipyrine-and-benzocaine-ear-drops.html,Otic anesthetics
https:$$www.drugs.com$mtm$visine-tears.html,Ophthalmic lubricants and irrigations
https:$$www.drugs.com$cons$acnomel-skin-tone-topical.html,Topical acne agents
https:$$www.drugs.com$cons$amicar-intravenous.html,Miscellaneous coagulation modifiers
https:$$www.drugs.com$cons$aponvie.html,NK1 receptor antagonists
https:$$www.drugs.com$gadavist.html,Magnetic resonance imaging contrast media
https:$$www.drugs.com$imodium.html,Antidiarrheals
https:$$www.drugs.com$mtm$hepagam-b-novaplus.html,Immune globulins
https:$$www.drugs.com$mtm$certolizumab.html,TNF alfa inhibitors
https:$$www.drugs.com$pro$zafemy.html,Contraceptives
https:$$www.drugs.com$cons$lioresal.html,Skeletal muscle relaxants
https:$$www.drugs.com$cons$buckley-s-pain-relief-rub.html,Topical rubefacient
https:$$www.drugs.com$cons$pin-x.html,Anthelmintics
https:$$www.drugs.com$pro$lido-sorb.html,Topical anesthetics
https:$$www.drugs.com$ocrevus.html,CD20 monoclonal antibodies
https:$$www.drugs.com$mtm$gramicidin-neomycin-and-polymyxin-b-ophthalmic.html,Ophthalmic anti-infectives
https:$$www.drugs.com$mtm$ioversol.html,Non-ionic iodinated contrast media
https:$$www.drugs.com$mtm$lonapegsomatropin.html,Growth hormones
https:$$www.drugs.com$pro$radiogenix-system.html,Diagnostic radiopharmaceuticals
https:$$www.drugs.com$cons$fluzone-2013-2014-formula.html,Viral vaccines
https:$$www.drugs.com$mtm$eletriptan.html,Antimigraine agents
https:$$www.drugs.com$mtm$moxifloxacin-ophthalmic.html,Ophthalmic anti-infectives
https:$$www.drugs.com$cons$vepesid.html,Mitotic inhibitors
https:$$www.drugs.com$cons$plegridy-pen-starter-pack.html,Interferons
https:$$www.drugs.com$mtm$torsemide.html,Loop diuretics
https:$$www.drugs.com$mtm$naropin.html,Local injectable anesthetics
https:$$www.drugs.com$cons$osco-sore-throat.html,Topical anesthetics
https:$$www.drugs.com$pro$inu-600-ezs.html,Nonsteroidal anti-inflammatory drugs
https:$$www.drugs.com$pro$medrox-rx-ointment.html,Topical rubefacient
https:$$www.drugs.com$mtm$hyolev-mb.html,Urinary antispasmodics
https:$$www.drugs.com$mtm$meropenem-and-vaborbactam.html,Carbapenems / beta-lactamase inhibitors
https:$$www.drugs.com$pro$multi-vit-with-fluoride-drops.html,Vitamin and mineral combinations
https:$$www.drugs.com$pro$bactroban-nasal-ointment.html,Topical antibiotics
https:$$www.drugs.com$tivdak.html,Miscellaneous antineoplastics
https:$$www.drugs.com$anturol.html,Urinary antispasmodics
https:$$www.drugs.com$pro$neomycin-polymyxin-b-dexamethasone-ointment.html,Ophthalmic steroids with anti-infectives
https:$$www.drugs.com$pro$nephrocaps.html,Vitamin and mineral combinations
https:$$www.drugs.com$cons$thrombinar.html,Miscellaneous coagulation modifiers
https:$$www.drugs.com$mtm$methyltestosterone.html,Androgens and anabolic steroids
https:$$www.drugs.com$exjade.html,Chelating agents
https:$$www.drugs.com$caplyta.html,Atypical antipsychotics
https:$$www.drugs.com$mtm$sincalide.html,Miscellaneous uncategorized agents
https:$$www.drugs.com$mtm$bedaquiline.html,Diarylquinolines
https:$$www.drugs.com$coartem.html,Antimalarial combinations
https:$$www.drugs.com$pro$tramadol-tablets.html,Opioids (narcotic analgesics)
https:$$www.drugs.com$mtm$advair-diskus.html,Bronchodilator combinations
https:$$www.drugs.com$mtm$acetaminophen-and-butalbital.html,Analgesic combinations
https:$$www.drugs.com$pro$glycine.html,Sterile irrigating solutions
https:$$www.drugs.com$cons$apo-cyclosporine-oral.html,Calcineurin inhibitors
https:$$www.drugs.com$pro$terocin.html,Topical anesthetics
https:$$www.drugs.com$pro$afluria-quadrivalent.html,Viral vaccines
https:$$www.drugs.com$mtm$triple-strength-red-krill-oil.html,Nutraceutical products
https:$$www.drugs.com$briviact.html,Pyrrolidine anticonvulsants
https:$$www.drugs.com$mtm$tildrakizumab.html,Interleukin inhibitors
https:$$www.drugs.com$skysona.html,Miscellaneous uncategorized agents
https:$$www.drugs.com$cons$trecator-sc.html,Nicotinic acid derivatives
https:$$www.drugs.com$mtm$lumasiran.html,Miscellaneous metabolic agents
https:$$www.drugs.com$cons$sinemet-cr-200-50.html,Dopaminergic antiparkinsonism agents
https:$$www.drugs.com$pro$aprizio-pak.html,Topical anesthetics
https:$$www.drugs.com$prevacid_naprapac.html,Nonsteroidal anti-inflammatory drugs
https:$$www.drugs.com$cons$podofilm-topical.html,Topical keratolytics
https:$$www.drugs.com$mtm$tylenol-pm.html,Analgesic combinations
https:$$www.drugs.com$cons$sastid-soap-topical.html,Miscellaneous topical agents
https:$$www.drugs.com$pro$rynatan.html,Upper respiratory combinations
https:$$www.drugs.com$mtm$glucagen-hypokit-injection.html,Glucose elevating agents
https:$$www.drugs.com$pro$alprazolam-intensol.html,Benzodiazepines
https:$$www.drugs.com$pro$levsin-sl.html,Anticholinergics / antispasmodics
https:$$www.drugs.com$mtm$systane-hydration-preservative-free.html,Ophthalmic lubricants and irrigations
https:$$www.drugs.com$cons$secuado.html,Atypical antipsychotics
https:$$www.drugs.com$pro$chorionic-gonadotropin.html,Gonadotropins
https:$$www.drugs.com$mtm$metformin-eqv-glumetza.html,Non-sulfonylureas
https:$$www.drugs.com$pro$avar-e-ls-cream.html,Topical antibiotics
https:$$www.drugs.com$mtm$elagolix.html,Gonadotropin-releasing hormone antagonists
https:$$www.drugs.com$mtm$pilocarpine.html,Cholinergic agonists
https:$$www.drugs.com$pro$zonisamide-capsules.html,Carbonic anhydrase inhibitor anticonvulsants
https:$$www.drugs.com$cephalexin.html,First generation cephalosporins
https:$$www.drugs.com$cons$lidoderm-topical-application.html,Topical anesthetics
https:$$www.drugs.com$pro$ibuprofen-tablets.html,Nonsteroidal anti-inflammatory drugs
https:$$www.drugs.com$mtm$optiflex-complete.html,Nutraceutical products
https:$$www.drugs.com$cons$kenalog-cream.html,Topical steroids
https:$$www.drugs.com$creatine.html,Nutraceutical products
https:$$www.drugs.com$pro$fluphenazine-elixir.html,Phenothiazine antipsychotics
https:$$www.drugs.com$mtm$isovue-200.html,Non-ionic iodinated contrast media
https:$$www.drugs.com$pro$gengraf.html,Calcineurin inhibitors
https:$$www.drugs.com$pro$varibar-honey.html,Non-iodinated contrast media
https:$$www.drugs.com$pro$pilocarpine-eye-drops.html,Ophthalmic glaucoma agents
https:$$www.drugs.com$mtm$dihydroergotamine-injection.html,Antimigraine agents
https:$$www.drugs.com$mtm$vagistat-3.html,Vaginal anti-infectives
https:$$www.drugs.com$mtm$reguloid.html,Laxatives
https:$$www.drugs.com$differin.html,Topical acne agents
https:$$www.drugs.com$mtm$alyq.html,Agents for pulmonary hypertension
https:$$www.drugs.com$cons$onzetra-xsail.html,Antimigraine agents
https:$$www.drugs.com$cons$dextrostat.html,CNS stimulants
https:$$www.drugs.com$mtm$ultravate-x-ointment.html,Topical steroids
https:$$www.drugs.com$cons$cassipa.html,Narcotic analgesic combinations
https:$$www.drugs.com$pro$sulfacetamide-sodium.html,Ophthalmic anti-infectives
https:$$www.drugs.com$mtm$loratadine-d-24-hour.html,Upper respiratory combinations
https:$$www.drugs.com$mtm$depo-medrol-injection.html,Glucocorticoids
https:$$www.drugs.com$mtm$abilify-mycite-starter-kit-oral-with-sensor.html,Atypical antipsychotics
https:$$www.drugs.com$mtm$brotapp.html,Upper respiratory combinations
https:$$www.drugs.com$mtm$naloxegol.html,Peripheral opioid receptor antagonists
https:$$www.drugs.com$mtm$olmesartan.html,Angiotensin receptor blockers
https:$$www.drugs.com$cons$hermes-no-8.html,Laxatives
https:$$www.drugs.com$mtm$erenumab.html,CGRP inhibitors
https:$$www.drugs.com$mtm$ivosidenib.html,Miscellaneous antineoplastics
https:$$www.drugs.com$tyvaso.html,Agents for pulmonary hypertension
https:$$www.drugs.com$pro$dexamethasone-elixir.html,Glucocorticoids
https:$$www.drugs.com$pro$dextrose-injection-70.html,Glucose elevating agents
https:$$www.drugs.com$pro$dermacinrx-trizapak.html,Topical steroids
https:$$www.drugs.com$cons$cyclocort-lotion.html,Topical steroids
https:$$www.drugs.com$mtm$ultra-lubricating-eye-drops.html,Ophthalmic lubricants and irrigations
https:$$www.drugs.com$mtm$ofloxacin-otic.html,Otic anti-infectives
https:$$www.drugs.com$pro$trimipramine-capsules.html,Tricyclic antidepressants
https:$$www.drugs.com$mtm$symlinpen-120.html,Amylin analogs
https:$$www.drugs.com$mtm$liothyronine.html,Thyroid drugs
https:$$www.drugs.com$pro$normosol-m-and-dextrose.html,Intravenous nutritional products
https:$$www.drugs.com$mtm$triaminic-cold-and-cough.html,Upper respiratory combinations
https:$$www.drugs.com$mtm$liqsorb-coenzyme-q-10.html,Nutraceutical products
https:$$www.drugs.com$mtm$novoseven-rt-with-mixpro-injection.html,Miscellaneous coagulation modifiers
https:$$www.drugs.com$moderna-covid-19-vaccine.html,Viral vaccines
https:$$www.drugs.com$pro$fulphila-injection.html,Colony stimulating factors
https:$$www.drugs.com$cons$anestacon-topical-application.html,Topical anesthetics
https:$$www.drugs.com$sovaldi.html,Miscellaneous antivirals
https:$$www.drugs.com$zomig.html,Antimigraine agents
https:$$www.drugs.com$mtm$viroptic.html,Ophthalmic anti-infectives
https:$$www.drugs.com$mtm$alpha-1-proteinase-inhibitor.html,Miscellaneous respiratory agents
https:$$www.drugs.com$pro$fabb-tablets.html,Vitamin and mineral combinations
https:$$www.drugs.com$pro$oxycodone-capsules.html,Opioids (narcotic analgesics)
https:$$www.drugs.com$mtm$blink-gel-tears.html,Ophthalmic lubricants and irrigations
https:$$www.drugs.com$pro$dianeal-low-calcium-peritoneal-dialysis-solution.html,Intravenous nutritional products
https:$$www.drugs.com$pro$cyclophosphamide-concentrate-injection.html,Alkylating agents
https:$$www.drugs.com$mtm$corzide-80-5.html,Beta blockers with thiazides
https:$$www.drugs.com$mtm$valganciclovir.html,Purine nucleosides
https:$$www.drugs.com$mtm$primadophilus-bifidus.html,Probiotics
https:$$www.drugs.com$mtm$mi-acid.html,Antacids
https:$$www.drugs.com$privigen.html,Immune globulins
https:$$www.drugs.com$bevyxxa.html,Factor Xa inhibitors
https:$$www.drugs.com$mtm$cariprazine.html,Atypical antipsychotics
https:$$www.drugs.com$cons$acne-wash-topical.html,Topical acne agents
https:$$www.drugs.com$mtm$leader-allergy-relief-d-24.html,Upper respiratory combinations
https:$$www.drugs.com$cons$buspar-dividose.html,"Miscellaneous anxiolytics, sedatives and hypnotics"
https:$$www.drugs.com$mtm$hyaluronidase-and-rituximab.html,CD20 monoclonal antibodies
https:$$www.drugs.com$mtm$sonidegib.html,Hedgehog pathway inhibitors
https:$$www.drugs.com$mtm$acetaminophen-and-benzhydrocodone.html,Narcotic analgesic combinations
https:$$www.drugs.com$alli.html,Peripherally acting antiobesity agents
https:$$www.drugs.com$mtm$gordons-urea.html,Topical emollients
https:$$www.drugs.com$pro$dexmedetomidine-in-sodium-chloride-injection.html,"Miscellaneous anxiolytics, sedatives and hypnotics"
https:$$www.drugs.com$mtm$calcitrate-with-d.html,Vitamin and mineral combinations
https:$$www.drugs.com$cons$fleet-phospho-soda-ez-prep-oral.html,Laxatives
https:$$www.drugs.com$cons$cylert.html,CNS stimulants
https:$$www.drugs.com$mtm$risdiplam.html,Miscellaneous uncategorized agents
https:$$www.drugs.com$mtm$cladribine.html,Antimetabolites
https:$$www.drugs.com$mtm$scot-tussin-diabetic.html,Antitussives
https:$$www.drugs.com$cons$cystografin-dilute.html,Ionic iodinated contrast media
https:$$www.drugs.com$mtm$theophylline.html,Methylxanthines
https:$$www.drugs.com$kepivance.html,Miscellaneous uncategorized agents
https:$$www.drugs.com$cons$synvisc-one-injection.html,Viscosupplementation agents
https:$$www.drugs.com$mtm$claritin-eye.html,Ophthalmic antihistamines and decongestants
https:$$www.drugs.com$cons$dantrium-intravenous.html,Skeletal muscle relaxants
https:$$www.drugs.com$pro$multivit-with-fluoride-chewable-tablets.html,Vitamin and mineral combinations
https:$$www.drugs.com$mtm$hetlioz-lq.html,"Miscellaneous anxiolytics, sedatives and hypnotics"
https:$$www.drugs.com$mtm$efavirenz-emtricitabine-and-tenofovir.html,Antiviral combinations
https:$$www.drugs.com$mtm$potassium-gluconate.html,Minerals and electrolytes
https:$$www.drugs.com$pro$pamidronate-intravenous-infusion.html,Bisphosphonates
https:$$www.drugs.com$pro$nystatin-cream.html,Topical antifungals
https:$$www.drugs.com$mtm$tylenol-cold-multi-symptom-severe.html,Upper respiratory combinations
https:$$www.drugs.com$gleevec.html,BCR-ABL tyrosine kinase inhibitors
https:$$www.drugs.com$mounjaro.html,Incretin mimetics
https:$$www.drugs.com$cons$vimpat-intravenous.html,Miscellaneous anticonvulsants
https:$$www.drugs.com$mtm$ferrous-fumarate.html,Iron products
https:$$www.drugs.com$pro$alpha-pro-gel.html,Mouth and throat products
https:$$www.drugs.com$pro$haloperidol-lactate-injection.html,Miscellaneous antipsychotic agents
https:$$www.drugs.com$cons$triamcot-injection.html,Glucocorticoids
https:$$www.drugs.com$pro$optiray.html,Non-ionic iodinated contrast media
https:$$www.drugs.com$mtm$solriamfetol.html,Miscellaneous central nervous system agents
https:$$www.drugs.com$cons$indocin-intravenous.html,Nonsteroidal anti-inflammatory drugs
https:$$www.drugs.com$mtm$codeine-and-guaifenesin.html,Upper respiratory combinations
https:$$www.drugs.com$mtm$tylenol-warming-cough-sore-throat-nightime.html,Upper respiratory combinations
https:$$www.drugs.com$mavenclad.html,Antimetabolites
https:$$www.drugs.com$mtm$topotecan-oral-injection.html,Miscellaneous antineoplastics
https:$$www.drugs.com$nintedanib.html,Multikinase inhibitors
https:$$www.drugs.com$pro$asceniv.html,Immune globulins
https:$$www.drugs.com$cons$tolinase.html,Sulfonylureas
https:$$www.drugs.com$menveo.html,Bacterial vaccines
https:$$www.drugs.com$pro$bexarotene-capsules.html,Miscellaneous antineoplastics
https:$$www.drugs.com$pro$cromolyn-nasal-spray.html,Nasal antihistamines and decongestants
https:$$www.drugs.com$pro$hydrocodone-and-acetaminophen-capsules.html,Narcotic analgesic combinations
https:$$www.drugs.com$kaletra.html,Protease inhibitors
https:$$www.drugs.com$pro$taperdex-12-day.html,Glucocorticoids
https:$$www.drugs.com$cons$alpha-lac.html,Laxatives
https:$$www.drugs.com$pro$ciloxan-ophthalmic-solution.html,Ophthalmic anti-infectives
https:$$www.drugs.com$cons$myrac.html,Tetracyclines
https:$$www.drugs.com$dovato.html,Antiviral combinations
https:$$www.drugs.com$cyclobenzaprine.html,Skeletal muscle relaxants
https:$$www.drugs.com$mtm$griseofulvin.html,Miscellaneous antifungals
https:$$www.drugs.com$pro$chloroprocaine.html,Local injectable anesthetics
https:$$www.drugs.com$cubicin.html,Miscellaneous antibiotics
https:$$www.drugs.com$cons$ava-metformin.html,Non-sulfonylureas
https:$$www.drugs.com$pro$kelnor-1-50.html,Contraceptives
https:$$www.drugs.com$pro$difluprednate-eye-drops.html,Ophthalmic steroids
https:$$www.drugs.com$cons$retin-a-topical.html,Topical acne agents
https:$$www.drugs.com$mtm$wal-finate.html,Antihistamines
https:$$www.drugs.com$pro$clonidine-tablets.html,"Antiadrenergic agents, centrally acting"
https:$$www.drugs.com$mtm$procainamide-injection.html,Group I antiarrhythmics
https:$$www.drugs.com$herceptin-hylecta.html,HER2 inhibitors
https:$$www.drugs.com$pro$pro-c-dure-5-kit.html,Glucocorticoids
https:$$www.drugs.com$jentadueto.html,Antidiabetic combinations
https:$$www.drugs.com$mtm$verteporfin.html,Miscellaneous antineoplastics
https:$$www.drugs.com$mtm$insulin-regular-concentrated-u-500.html,Insulin
https:$$www.drugs.com$pro$depo-estradiol.html,Estrogens
https:$$www.drugs.com$extavia.html,Interferons
https:$$www.drugs.com$cons$balminil-expectorant.html,Expectorants
https:$$www.drugs.com$stiolto-respimat.html,Bronchodilator combinations
https:$$www.drugs.com$cons$nov-onxol.html,Mitotic inhibitors
https:$$www.drugs.com$alprolix.html,Miscellaneous coagulation modifiers
https:$$www.drugs.com$mtm$insulin-degludec-and-liraglutide.html,Antidiabetic combinations
https:$$www.drugs.com$mtm$flecainide.html,Group I antiarrhythmics
https:$$www.drugs.com$estradiol.html,Estrogens
https:$$www.drugs.com$pro$duloxetine-capsules.html,Serotonin-norepinephrine reuptake inhibitors
https:$$www.drugs.com$cons$furocot.html,Loop diuretics
https:$$www.drugs.com$mtm$sarna.html,Topical rubefacient
https:$$www.drugs.com$mobocertinib.html,EGFR inhibitors
https:$$www.drugs.com$mtm$testosterone-nasal.html,Androgens and anabolic steroids
https:$$www.drugs.com$mtm$rilutek.html,Miscellaneous central nervous system agents
https:$$www.drugs.com$cons$lonox.html,Antidiarrheals
https:$$www.drugs.com$mtm$dantrolene.html,Skeletal muscle relaxants
https:$$www.drugs.com$cons$butrans-15.html,Opioids (narcotic analgesics)
